blocktime,slot,signature,signer,token_in_name,token_in_amt,token_out_name,token_out_amt,action,auth_acc,obligation_acc,market
1642167574,116219255,3BemMeSFSGHY5guqS8BJmTkpnLC2JHXsSMt4A3dzjjAT6VSsDu62BqcAYzxCpSc3VAS2Lv6pMzLFrYdmB8DgANJY,Jz283ybwar66sdevyz2BnRWzfjyAtauRSthHsMLqKtA,,,USDC,-28770.0,DepositReserveLiquidityAndObligationCollateral,Jz283ybwar66sdevyz2BnRWzfjyAtauRSthHsMLqKtA,4sS5RZGGxanFy57wZyyv4YEMJBW7HLEXUeRD2wQBzQkP,main
1642167574,116219255,2iSDLjivveY8ztoXdphy6mZ4uSmzKohPJ3Cwwqxmn9Yd1d2FwJMgmFqeWhzhkZ2tPGKwTVebLADphRXoekX5hoze,EPvQNZJfGvAEjCCHaJPPqeUSbpNhtnojayXL7Un1fKs5,SOL,5.0,,,BorrowObligationLiquidity,,7NeEC8Js1CBxva8MzwK5kp4cUPyVfz38yqrwTAYNm2V,main
1642195078,116264199,k4QnkbuadAzGD6CrvpgNZPaZQLkQuPJdwzJMUYz7pGJjBzCxgha2hc1c7qgWkTE8N5nvHNWovB22gyxBnqbBSVw,3D36Sr5eMobLyEZjxY1hz6rHyCeg9mmXwYudkcr3Sezj,,,,,InitObligation,,492HJ3WqRTUTi77i2wSbf7EiXMerVEgtjXuNb7wFexZH,main
1642195078,116264199,k4QnkbuadAzGD6CrvpgNZPaZQLkQuPJdwzJMUYz7pGJjBzCxgha2hc1c7qgWkTE8N5nvHNWovB22gyxBnqbBSVw,3D36Sr5eMobLyEZjxY1hz6rHyCeg9mmXwYudkcr3Sezj,,,RAY,-5.684622999999999,DepositReserveLiquidityAndObligationCollateral,3D36Sr5eMobLyEZjxY1hz6rHyCeg9mmXwYudkcr3Sezj,492HJ3WqRTUTi77i2wSbf7EiXMerVEgtjXuNb7wFexZH,main
1642159733,116206339,65HAiN2UmY9qbdqRCGUrwWU8YmFoJNaa4aKcnb1WGQy9Q5AQ6yGquFokSqSDzBTqS4cJzPUw7BspP1ZmgDfcHRax,9gY3X17t7jarkWhnSEHPR51U9nVv8Dv99NqpCi3ewuPf,,,USDC,-148.155946,RepayObligationLiquidity,9gY3X17t7jarkWhnSEHPR51U9nVv8Dv99NqpCi3ewuPf,2ooEyHLkGavnK7haSnDpF3YL3Y7sK2SAnk5foAvdPuvi,main
1642157354,116202516,3rsY7aBvBUW9c6oz4SiD5sesQ2gDpUGPkrrhy89WR3LkK2UJmp7PfAxGbiRBdzyCNNXYvBWC4GLnmheKnNvFASiS,Hsm4Kbw5ZrxUj8uHUkYXEbFKFCiDKBABam3qPULABFeE,SOL,40.100000820000005,,,WithdrawObligationCollateralAndRedeemReserveCollateral,Hsm4Kbw5ZrxUj8uHUkYXEbFKFCiDKBABam3qPULABFeE,AA1mrb4MNoziWtQuirniagDrZrTNHJWWTMmTtMQghJW9,main
1642159216,116205488,jECLAiQdoLjgDSeKfuFvTgPvk16Ho8KbimFhgiyvuFTC4Ezf5WmK5EYRmEMc5TwDzQ2emDqxBEHoudCThUjy6YJ,FBQazcPta9DY6wSsJiZn7GMFghTXF3UsNR6mmJNV1qXc,,,SOL,-0.784034283,DepositReserveLiquidityAndObligationCollateral,FBQazcPta9DY6wSsJiZn7GMFghTXF3UsNR6mmJNV1qXc,2PfGbTbVHgwQ495ryHQYcA9mkbfMPEqEP6VXoNokxuA7,main
1642170845,116224787,2sg2bHbooF4iZodf9kwDaLeNBujQ5NER1Czd8vLHVaNN5qqcypj3gNx3HUiHNaXiWDJBd8sF9shLfSujrbLvmkbr,7dsWfjvKKgxMCvCaegsW9aofMFQ1CQrMdA2Ybwo6cv2i,,,USDC,-12873.578277999999,DepositReserveLiquidityAndObligationCollateral,7dsWfjvKKgxMCvCaegsW9aofMFQ1CQrMdA2Ybwo6cv2i,CfjJoa8uCaYMGc5CuPsCczsdPnPHTyBSrKJZu4ASHqsv,main
1642170845,116224787,7Kz4DBHnuaRuP5pxgrRjBj1G1Q1xd96BgPUQaqF4eJdtFPFLUct6iBCGuP2kmpZx64eukQP6MBo2zWbgNeoooxi,G8jP4RrLxGDThhtbbC9JBRVrJZbFGiS715fZhAXt1Unk,SOL,7.0,,,BorrowObligationLiquidity,,DZ5HLWGEDT1YegsR5SkZcW6R4rbouUZdzewoUHaudoUC,main
1642177761,116235593,sdxhvuziYFoJZy1ThXcnnK4TZZTD3oBfZVTp9Sj46SFtgNR62ApFGWrqijvRnMxwNYQKbUmtzwZYmweFjVhyzyJ,68LU8tPSoh8Qoqzz6cAAqDSp192tXZaNxjb5BzUGFmp,USDC,2000.0,,,BorrowObligationLiquidity,,4vM5neX1JVKS3jsxj1HyjyZfqMXr9wh8j5AfytEQdTvT,main
1642183716,116245214,dQvCKvp5BT3RAkHfoX7ZT593ShZdAgUzkLLWomdf6EfcxucKZTVaLK1YteunzbojRagPm9wXb11aMC7V49u94sG,3ctzZoXgoH9dDMKq1Sp1yvfayYQmprzqK8zA4KrB4GUv,SOL,0.102260685,,,BorrowObligationLiquidity,,DZVfKWY22dsxz6LFT33beQzAfqDx61yhEBkRzX9W9d6Z,main
1642198728,116269973,QLgL5zcXZ7hBu9iMaPmJRwx4B54TF9i7AvB5Hxow2Le4sQjdrz6zooiAi1wiT378YBYeYNEBXxru6RfYcNTM6hV,8iSqaYxZbVDQd61oYycjdiHpi782Qd31FRJZ42Jw6G2W,,,mSOL,-8.771385869000001,DepositReserveLiquidityAndObligationCollateral,8iSqaYxZbVDQd61oYycjdiHpi782Qd31FRJZ42Jw6G2W,2GNTsAHh7bxmqox3kSofW4Xv9kWY7QR8a4aiNR6d66Hk,main
1642203138,116277267,3erZCrJMYGyqwSuHcVEgNbHmQP7b2VbCdRxNEPKQv1qkFhbVbKEoQKsLJEM3VGSXq2NPACfMfmfQYYjp7oVC5xuq,Exqx3rur1m6uf7n5HY6Kai46Z7b5YZjXfgpzhj77sfa3,,,USDT,-1509.9153509999999,DepositReserveLiquidityAndObligationCollateral,Exqx3rur1m6uf7n5HY6Kai46Z7b5YZjXfgpzhj77sfa3,EmJa6ngSgzvGsy28DvzLPZFfZRwaK9EbRqrjgMWutwdu,main
1642185302,116247942,4NpqKn5DYxs2cQJk9PWvuEawS2fA1t5YvYvhJnV2aX5aXmjDVrRDDe592kFkS5dUM49EBAhPTbV1y1MTpQv42J57,AaNTde96Xfrb6Kurv6Nie5mA5AoS9xLZ2qfYZNp3Q1vr,soETH,20.046696,,,WithdrawObligationCollateralAndRedeemReserveCollateral,AaNTde96Xfrb6Kurv6Nie5mA5AoS9xLZ2qfYZNp3Q1vr,Hipt8hJcT3hdJMzsu79dKdYzLBXrFf7fQurpWHRDiTC,main
1642178707,116237229,445BwXi4M5xAXi6yvDYNbadU8Did9HMdzrrfm7LT4PGzXZMftDhLwLKifL7kD9s8jtjDUKaUMuxdBQ8tpQ5xkEFZ,54a74ZFFHqf35aR43jSWGUtuP2uFVvDQXoQEgPfZVthD,,,ETH,-0.47337995,RepayObligationLiquidity,54a74ZFFHqf35aR43jSWGUtuP2uFVvDQXoQEgPfZVthD,3iS7NGsg21tk1ZZzo3cfe9anUNqZ76LJ6tfWc467wC6H,main
1642182691,116243614,3iVya6PRmVYjjDcaWMmYevkUTnFK8JthexE3dgGywThacnZAb4CDzuNuv83WbSshahofm36RhmYnFUaKepH4u5kd,Bim7jgn9FnP5yAMC1Q5p9G4kq7yGfPG5USoGpDqm4ZAj,,,USDT,-5000.0,DepositReserveLiquidityAndObligationCollateral,Bim7jgn9FnP5yAMC1Q5p9G4kq7yGfPG5USoGpDqm4ZAj,7D7V5QEtXM2saWf5JsCPXizhMebJR1P7Bd5yVt6yTwYE,main
1642203441,116277788,3dVo71PPegSHzJdhXTW7AWQwea1Pvcu1xCKMRHWBB4s28forqU4BQpNq8V2KTFZSFLS2KduXXQt7dPBLov1aCJaW,EUsXyAe1SX41Xy3mod4Ax3XtQCjTvvYZfJ8iFxgMv587,SOL,2.000000264,,,WithdrawObligationCollateralAndRedeemReserveCollateral,EUsXyAe1SX41Xy3mod4Ax3XtQCjTvvYZfJ8iFxgMv587,Bkbez2oCs3ayU4vpgqfWZoBR8Y8zQESLSExaCuRnK7Nv,main
1641265063,114702487,GedHR1PCThRCfrSefLLXR4mqzM4H2BMFzazEdAXf5cbaUzfd9BchBUrrDnG8MKrsnA5zrZSud7CyjKEsrWC1B7o,F5RHAhJzE4oxGf29HvTwRnM7Mw1rhCMKhQGufbbBwxYV,,,USDT,-102.63215,DepositReserveLiquidityAndObligationCollateral,F5RHAhJzE4oxGf29HvTwRnM7Mw1rhCMKhQGufbbBwxYV,699p29aE9Nzeyz5tbvtku7UzBVNvtZ3cFVQJQJRgYUbr,main
1641255177,114684904,RWkrKdD87HdvV6zM63wwqXq2vyi3GV52j6wjhF3Qpgk5i5ccS8CVeacZm3Jqk523RAqnDF1gYuhHroEYDtcU4kH,ENH8WT3Svnsm4xK7dkp3NnCrpFG9AQwPUzGkUF4WQcy2,,,USDC,-11010.613734999999,DepositReserveLiquidityAndObligationCollateral,ENH8WT3Svnsm4xK7dkp3NnCrpFG9AQwPUzGkUF4WQcy2,GquwBD1DuJH8Le73MspPNsjfkBH2Chw4xJpS3GfgtViw,main
1642168343,116220507,2YN6HtQ1tcnsn2bAFcLWwyQcoKxRhW4Ew2hvAH8g1MfCYeeyy3ARBVaRGiCquqk5rA23jAw5m8zdp8EN1xv1w1fN,7Q55QWAHVoeaDAMyK1EkjQmsmj51YPu4AiiMJF2uWoG6,SBR,169.23911999999999,,,BorrowObligationLiquidity,,5UHLU1v9dJreaq24deh5WAxLKpPxaQppnohiCV4AeTKa,main
1642178736,116237266,4VvXLqguomu6AGtd83KKCYDJjkcd6zszBbteJEaZ3Rh4iuewKAbJFM4wH4DfGNbVUF4uu5MwV6CKYXshisYHVRyz,54a74ZFFHqf35aR43jSWGUtuP2uFVvDQXoQEgPfZVthD,,,SOL,-10.453492876,RepayObligationLiquidity,54a74ZFFHqf35aR43jSWGUtuP2uFVvDQXoQEgPfZVthD,3iS7NGsg21tk1ZZzo3cfe9anUNqZ76LJ6tfWc467wC6H,main
1641266218,114704622,4XZxVkK9i1roSZd1iaBTi4VbT5CGiywKJATqGvAuWf8iv8x3jT17WjDgVpmfuPCAwcgyomTk7qZwDzkcQ5mLo5K1,HAFUeZEUbUNxVCU2Vd7rU1r4kbkpTNGUGjG2pvysfxqE,,,USDC,-1209.783165,RepayObligationLiquidity,HAFUeZEUbUNxVCU2Vd7rU1r4kbkpTNGUGjG2pvysfxqE,7kqKYVsbeiqtypzuuFgn9EhavitCuKsiAp3DSB135wyb,main
1641306337,114774081,29RVBBbVQXsLQpSGyTUEw1Jjhqhd5JsmisT3sAUsZJAcQ3m69ohyEuF5e2cANnhF69TEh137LHxQZc6wjau36knX,EcVopgEfRQ3A9UMK3wp9EhCpYJjndyWupqokRQy55Szq,,,USDC,-0.09999999999999999,DepositReserveLiquidityAndObligationCollateral,EcVopgEfRQ3A9UMK3wp9EhCpYJjndyWupqokRQy55Szq,F6yMDB5UXoFGKMzfxrbp3rDWCFupuvtiVGyCkARPu2a1,main
1641254470,114683618,5udbZg1bk3EXEbt2CocuFaoHcKw8qVzEMpV3NuWWvs3qbyTrpH79L6YgiTgeLFgsuLUP392rkoWtL9P4TFuN7S27,3WERBr8RKPdWhVUf77cvbW4ugrE8T3YCznwtZkp6cymV,,,USDC,-1913.967586,RepayObligationLiquidity,3WERBr8RKPdWhVUf77cvbW4ugrE8T3YCznwtZkp6cymV,DxPdQoUyVxX2SkYmCUsDP5iQFrS8mC17qYMDtPjB3umJ,main
1641285239,114739183,5GifUeuz8UHfxDJC6LDmsZkYPsVEvsCeRUqQYPqabjuVFBz4BzEz72i3LeXCvwGiKu6r4QNE2VTToyBLBnYd6vNr,HgHHUG5UH93vZLjTe1Cmxjnodq4FfXvH3XWbohRWNMEW,,,USDC,-9559.943981,RepayObligationLiquidity,HgHHUG5UH93vZLjTe1Cmxjnodq4FfXvH3XWbohRWNMEW,s26BA8SJ5T3Dqo52M1soCJB3CekZznwmg4pQ4dQAhnd,main
1641261785,114696586,5NkLHacQAsDuoLPixaeBQM1Lj1e2moES5Jw5G49CBCXvXwtAXzJkFjS5yA7us74iZFmd2bp5SKpZszjt55VPoE1f,3Pho1BCnBBt663onDachFWvWwg3hChD79Ag56kKXsja5,USDC,1.002403,,,WithdrawObligationCollateralAndRedeemReserveCollateral,3Pho1BCnBBt663onDachFWvWwg3hChD79Ag56kKXsja5,HCzy3pNHbjUi7xx2eVfHYDv5GShHYV9s3vg2UtqWf7FC,main
1641287660,114743459,3xXSxRQEfrJ964oEUZP95g4caqx44RMHddJ82hggj4hCyRV9YwxZ4T6jZc9RsDNR2i3EWKUtYWNj1jcJsqCw5Rfp,gF3xDmgR5nwnBKHjLdp7w78XjTiqFtJWw8ZYBgHsxDf,,,USDC,-404.133154,RepayObligationLiquidity,gF3xDmgR5nwnBKHjLdp7w78XjTiqFtJWw8ZYBgHsxDf,9ipTBShSBmMCKVj6VAPDXeZDe7D5rBrHffyp2tPt5KB1,main
1641315635,114788917,2LBtUBtshSZnRYd5KKEeWCwSrFFzp1Ef7NpJtmakZ7cB2MMRaaPxZMZpKjVbuKSibZCsvU7f9QGSMcBDvtg3dL9f,7Dv8u9qjhcR2Jc6u8CYEqFfyTWAYnfKrkmPYfB6uKwEQ,USDT,2045.956205,,,WithdrawObligationCollateralAndRedeemReserveCollateral,7Dv8u9qjhcR2Jc6u8CYEqFfyTWAYnfKrkmPYfB6uKwEQ,D9fnDcQjJbhrrfeF8kfyEAk4g875TE5ahpMUsr4uRrQk,main
1641317667,114792267,PaPpn5xZ2K47gqCNuC2GJjsyCD63zJJuhuwMj6p22aMf5kfiKJ8X1pupcp4nsi8vkVqYBD29cUfRJFiYLDKMqw8,H5RMKqWca4A6WSmP1NQ1GBHSYxogvSoaDdM7FNsHxYj4,ETH,0.01763293,,,WithdrawObligationCollateralAndRedeemReserveCollateral,H5RMKqWca4A6WSmP1NQ1GBHSYxogvSoaDdM7FNsHxYj4,5HpBy8QNExgNymb1KjDAxWXmkzkVgwFr1kMTm2SXa419,main
1641264355,114701199,4Nmojwvg217H9jBidprpneg6Xmob4ac9C97rYjmQChc75UR6yZqaygtzTYQXe73wz38y7GWg1FgaUhcMby2Dk9yS,G6tE34upQmRMoBDeTvScDdurK3DAigaUNynVeZ4w8zu4,USDC,250.0,,,BorrowObligationLiquidity,,AmpcQUZGSo7HwavRhycC41W2Tj5Xz6zQHboy3c9Czxq3,main
1641263302,114699285,5sdRbMJm6jV4SUAJtYwwE4gNQ31rtMxwQFWHWXfR9QqUNjhuEvFxGny1zoBb3Mm8bDvN6wpMr9KWrewSJ2m2KReZ,CZxFHMzEU89Y8oPkyoaKciuGTqxUnqiURsnK5991Au6A,USDC,29.0,,,BorrowObligationLiquidity,,57572Xj7rccgG5gjFwMsV5SGKSvr3M4ytURVKj2bBVmz,main
1642187164,116251097,4Vqyv6gFyZotepuwLCNpPunzqFc6htdxuYkcEfk6bfrQCeefxvyoYtsvgXNp1xnGct7nqVakYDNiqdcd8ciyAYgE,2vu8A29rJZmVtnTBgVEbjzbdooihTV2HBNcigQyuXxn8,RAY,40.979191,,,WithdrawObligationCollateralAndRedeemReserveCollateral,2vu8A29rJZmVtnTBgVEbjzbdooihTV2HBNcigQyuXxn8,F8udvbA2aBCgJTRboyHnKnYFUF7MZCv52nHYzSGVGUbT,main
1642193827,116262101,3f8uUgGZTUawjJFZeNqHffF9RvEFyoy5W9meFKNUYDaC2RiJwhkn41WD2bUevFFmyusBaSp6VSTo5gJxiUU2m2kN,H8avLeidfpcnYKtcykCcwyUPeDR8yAVDyr2d4sUk4Jqs,,,SBR,-5010.855129,DepositReserveLiquidityAndObligationCollateral,H8avLeidfpcnYKtcykCcwyUPeDR8yAVDyr2d4sUk4Jqs,66B1a9rsRfFBRcwQNPTZERjXm8NtUgBSPVmrZZC1VZkQ,main
1641306668,114774590,33AeBgMzQvB6CBQxTnGMJoHmf6Uwu2vFnjQ3QXmC4Ypf7nKnSNe4ayqwFrUCBspCjVNJEdU8KTmRKUHh4XGe7knr,AVBDx7NTvfsWfwkt2bogrv2zf5R818JLhYV6sMyUFkak,SOL,20.00000782,,,WithdrawObligationCollateralAndRedeemReserveCollateral,AVBDx7NTvfsWfwkt2bogrv2zf5R818JLhYV6sMyUFkak,4uf2e8rVTYbY3cyUaecfcdEMRfaU6gyUEjVvthviy1YA,main
1641306668,114774590,4BVXAHEUp6BwE5Kbau2gUERJuAykUzffggusDS7JFcshK4HV5MujozKCNfZJqdYTtK38Eu9jTJq3kaMpD5WStKDU,HxRWuQPJrK5U1zNAXcqjvjdYY27MM316j5vDzzu4Xryb,USDT,20.0,,,BorrowObligationLiquidity,,29s2FZiK61HxPnCsT5X1AZAwvCnfVy5aQcWiSEAFmq59,main
1641264630,114701690,5akLUS4oGvEKsoHLzpHdeagv5ziSZwZXoAiAKn6jsBSmfTPdsZ87r5Vcc1fF2hULbydbq75fxtdsWyfvNqdnboww,5rYNLCGsu5jJ1WkaLuWXRXYxZQCpgW8escXuAMCvi8rD,,,RAY,-0.39830499999999996,DepositReserveLiquidityAndObligationCollateral,5rYNLCGsu5jJ1WkaLuWXRXYxZQCpgW8escXuAMCvi8rD,9LhSMvBBsZ8EKBeQC1BnMziif758NyNdZoaBPjXDvgs9,main
1641256015,114686381,4J2vdSKzm4Ekc8e4dsyzSsHTbzNmDrUWT7g8tC377vDmvuNMrg86ah7viJFNj88k6urvEiNPt53VzxSLXoEyKHSk,2oCHzKNJ9tVqkw9zitdH7nTj7Mgo2Rn2QjajFQgoDvy3,SOL,40.000000739,,,WithdrawObligationCollateralAndRedeemReserveCollateral,2oCHzKNJ9tVqkw9zitdH7nTj7Mgo2Rn2QjajFQgoDvy3,4u3ae5Hp6jp1hp7aX3NvbjrvMHFVmv6eGFyGWj9TSQz6,main
1642172151,116226836,31MLHHHc2Q83MPYYfPWN95yvTz1gdNEbVSm9U7N5KXWdMEpASAym7eRyiARd3UuPoaMpRRc7asdLnrgvbgVeykak,JECGyZqgSFp1tpUEdnyq8ejMao4YUnBqpE4rhp341hwj,RAY,1000.0,,,BorrowObligationLiquidity,,9RYKpwzZfBrJ1vV7YxkRw82dqXLkbiQ68ouNzCXQK2GA,main
1642162685,116211166,5fDJy4mDGdASZStU6YfBy4twWDdBSUuCsRcTrYKU85wrkC3TtNmgD41WwBPq92JWxxjrxK7EGTDBpRa3x5NgBY9z,DhgVY1gBJihSJNZ8tdngTkGnMZWuSk7xC81vc2mWLMoS,,,SOL,-3.165938118,DepositReserveLiquidityAndObligationCollateral,DhgVY1gBJihSJNZ8tdngTkGnMZWuSk7xC81vc2mWLMoS,DeDjnX9npVnWZMg4DMwvteGMN6j4XJW1w5q3DfuLmJg6,main
1641268890,114709574,2qb9e9sjxwYWcLbyqFjEDZVNF1BZMJy1vQU3kKmeufLo7hLF8Vm1M87g6bMAkGcBjD9xBiYkV3e4eeXM1cGSAqKV,Cb6mA7kWaAdRSeAZ3PpNNNQxbxfhQDVF7c1t5rTRQ6cu,USDC,4500.0,,,BorrowObligationLiquidity,,3gPLeTU95PoefW6C4H5gGEx6bQc9b6tZP89yF1QqQ8B9,main
1641260723,114694694,4optG2CotPsi4QebSUG8UnqaKojiZ4SANR17tVP4rQUQsw2UkE3RxeZW9o6HUHP4LiP3dUTT4yRmgJ9EfApzF9M8,DnemczPrZxTmuJeWM6ZEotgKVT2SvAEYHhswHKg1P5Lv,USDC,7525.734931,,,WithdrawObligationCollateralAndRedeemReserveCollateral,DnemczPrZxTmuJeWM6ZEotgKVT2SvAEYHhswHKg1P5Lv,5zMzvmqZncAFPevCJnJTKsEwbdzaXmu4weXNbf74GVgf,main
1642158177,116203818,3oLT6utWA19S6V5yBpuUEMnCSAgDLpVoMrLkguGtobH72xi4sranPXrrY6DwBLyhVdUkxz8as7UULynHtXc6NtQj,oQk1YqwQ9A3JE5Ypu9QacQb33sGa35oP4njMPvBESEJ,SBR,5864.77671,,,WithdrawObligationCollateralAndRedeemReserveCollateral,oQk1YqwQ9A3JE5Ypu9QacQb33sGa35oP4njMPvBESEJ,7WmreNQhyMe2VnjAxNZ7AyQRzo1QY8DDBmzz5PLWV3Du,main
1642203483,116277868,3wrmkC61utGcNtPTHJ6sn8rJf88J3xo3DzT2uPJKLbrKUU8nqNtjRtuhUUw8426m3A1G4shSvecuw7f2MiPw8KPJ,HtxgrTHW6qEda1YWT8LgrkPWGJnYTw13sd7Nm7edNsM4,USDC,10.000001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,HtxgrTHW6qEda1YWT8LgrkPWGJnYTw13sd7Nm7edNsM4,eaKqiNgpFtF8aesjHw87zNK9NypsAdGinx5yqCp8nTK,main
1641255423,114685333,3DrdfupzBS1R5bqm6cZgyoP2csqZrgzfCqgWEHoArvUYuj8JZ5R334qTzErv7AYxSdf8GE6QNJvKQT5PUhJHc8VR,AuYWveXUyCk1LhMFGGS8cmv2Zfmrq79pFsqB2jmRp9V1,USDC,1204.047673,,,WithdrawObligationCollateralAndRedeemReserveCollateral,AuYWveXUyCk1LhMFGGS8cmv2Zfmrq79pFsqB2jmRp9V1,4o3WSobViP3ebBWXqSDM3RDRwGqHMZ59sYfiVhDh1whG,main
1641261623,114696298,3F6jndxEVwiAz9gHeEU7LgcGvRPRy6FmRCnb7vfeszwRiukP8wPgXuXwn9phZ398Ju2zwrUYwdmcXVq8xvv66Tid,E1Jz9U2ADAam2qZSWcXhuqqND5WBZKUbNHTesx4HwJp6,,,USDT,-13.640013,RepayObligationLiquidity,E1Jz9U2ADAam2qZSWcXhuqqND5WBZKUbNHTesx4HwJp6,8Sgvmz6ZKsvAaBofPxJnMweCCExearDHUaf9dR6T6NQj,main
1641255398,114685293,2RhqTqjL1t4gt8qVHogoXqM4XDRvJUVo7h7LpcMWFBpJsmRJF6yZmSMB41f1tQ9Joza2GuU32SUpQt7GbkvfCNEb,AuYWveXUyCk1LhMFGGS8cmv2Zfmrq79pFsqB2jmRp9V1,,,USDC,-690.29414,RepayObligationLiquidity,AuYWveXUyCk1LhMFGGS8cmv2Zfmrq79pFsqB2jmRp9V1,4o3WSobViP3ebBWXqSDM3RDRwGqHMZ59sYfiVhDh1whG,main
1642157139,116202135,3gpejQh43Y944WWdeZK5QZiAHH25PXwtm5c2SpYEb7Q1Bhc76WqEvq2nHNzkH4R8cXNQXQJKZqFfQoeExx2yUdLL,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo,USDT,500.0,,,BorrowObligationLiquidity,,DCdD6c9J3cVpBwLweU5ZcJaxo2ZVYMuVoVFMPmTafp6R,main
1642171061,116225108,TXwJNz13SbXBF5gtTWJ6fjNnDbm65g1AyQeDCJkoe1ef4NJcbpTLpFuzFk6m6uQ4uBSDABgfTFkZLbdWbQhsd2H,56NuZ9sVfmiUfYALJFGngFmMCBCsxknk8k4ZT2qYKUP2,SOL,567.2114018990001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,56NuZ9sVfmiUfYALJFGngFmMCBCsxknk8k4ZT2qYKUP2,GcbAN5GcutwdRtAmnKyXvuE8fHNBcfdUobYZoDsiUCpr,main
1641268040,114708007,3DPT3wh86Ab6TSUqtgDmhmLoVrhaBLWMZK5YEYLCrZDeTo5iMB1J6QSjPcB4JE2thou7s5sQwtfSdKMz4KfArw33,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE,,,scnSOL,-37.474240418,DepositReserveLiquidityAndObligationCollateral,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE,8tzuhFdVG6tCAqVXRhZ1s4BnazUghu5Wj19XGJYiFCn9,main
1641263465,114699568,4ADfRQcNYYnJMh8qPrLTCGvSrJ7VJoMwCVhc8Lwxom7fu4UGZxATcZf1BEGy3cYpnojs2HmLrtVADGw8FdmwF2Hn,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE,SOL,39.126220107,,,BorrowObligationLiquidity,,8tzuhFdVG6tCAqVXRhZ1s4BnazUghu5Wj19XGJYiFCn9,main
1641255650,114685719,y6g6C2aH5Xqk7kk4HSDeG87nVhHZWja8k5pqUJq23LFH5G2LDp4VPGka83i3WaqYini3Xd7PtrdqyVXVzBVyDds,4RwexQYAuQyzq89q1CyBruzoTaMdZn7W54fH5RfZmE4N,USDC,1000.000058,,,WithdrawObligationCollateralAndRedeemReserveCollateral,4RwexQYAuQyzq89q1CyBruzoTaMdZn7W54fH5RfZmE4N,5aJJ1Cvj8HPaHiNkwtAzmSJW9Nxfvh54reqXjQ3Z67Rk,main
1641268176,114708243,2J2cFuW7rzAyhgavxwuU9muGqMrsna1zYDCDqedpp5Ttv5Qtr189z9UGaiZ2NiPh4iXd5GrpumCQdLWc4kau69Xs,3Mspo6Vw11CiPUp8rbFiEME4aXZqEidnzvTspDyBGnfB,,,USDC,-127.30999999999999,RepayObligationLiquidity,3Mspo6Vw11CiPUp8rbFiEME4aXZqEidnzvTspDyBGnfB,9ZYH17bbBNNEAuFTLPJ9Q36w9mndiHCdFPEMKseVT1eK,main
1642163438,116212370,h9r9BMFvSzB3ndEn1SN8xcfituHRw6us3PWNkRTWszibWbuJYQz3LCbfNa8kJWHdjvfZb3hFZuBswXmuBT1jCmo,9AnEkxM9wauiicUdA1RoFWtVNNs4tD9Qp1iHXohS2P4c,,,mSOL,-1.690940785,DepositReserveLiquidityAndObligationCollateral,9AnEkxM9wauiicUdA1RoFWtVNNs4tD9Qp1iHXohS2P4c,9parxSkiSv7HttasbS41akwSCrtnQHnEFPdMx1zW7SEs,main
1641314398,114786881,468WYMSwBLDGbQYowbe5dAkCPG6hr1Z7Xd9YLwNBwqrP4XCGfoEHtvaq2X5kszfYcipJaUdx2VeL2t5u9TorpCXE,8dGdFVJgX12hnZqmKr4m4tUXNo5YsWreSfX4pqHUZ7sV,USDT,200.0,,,BorrowObligationLiquidity,,4buxEkmt3QBN4wrHDsA9CAx3bAsKBHPut4LrSKzFd4jr,main
1641322763,114800338,2nnkuLhkeX5dN7rreEBFwoGrNYYweZVemk4puP39wZUhCG4Q8XD9VRfLzrurwttkuQwE2eWgDLKFqdpESaKmf7Bx,GrQTr5sW3rD3cvCkw7c8dr7TuwkFAPjVcmyPLBfVKm6h,ETH,0.00418417,,,WithdrawObligationCollateralAndRedeemReserveCollateral,GrQTr5sW3rD3cvCkw7c8dr7TuwkFAPjVcmyPLBfVKm6h,8DkpSy21Dezz2hWXZajT85RLXGUYkHqfsr4ik431ckzZ,main
1642181284,116241217,5rTU7A3myPirfcH9atXU62ETHxrLoiDz3SVLFSDGyARASnW94jkqRerFCk6V4WpJTVtEsY5ocv6aLPxwAiD9a7rj,5DVPj58CGmbQcZJ71FrYZmf39oHm23snFHV99LhjRYSB,,,USDC,-302.52358899999996,RepayObligationLiquidity,5DVPj58CGmbQcZJ71FrYZmf39oHm23snFHV99LhjRYSB,6DpgA7NH2e7F9EBJZ2uo1zunTbFMCs1VAVQKRwJQaBsN,main
1642202513,116276178,JwmvP1yC3BvXXmqDeHCxd2MfuocfJeiUrtuV8fEwHEbN6EtPSHc5t6AHxFkiKGZpAZbxm6UZDtYqzLdWFwTnYFX,7TDpQusbgaoC646YNTh1K4yC6ni9BVKZQvcdqr2NYKSR,USDC,1000.000049,,,WithdrawObligationCollateralAndRedeemReserveCollateral,7TDpQusbgaoC646YNTh1K4yC6ni9BVKZQvcdqr2NYKSR,Fag9Nr25qeumuhS7XJ6XSHQA9xzXQyJNSSzK98uyhjPA,main
