blocktime,slot,signature,signer,token_in_name,token_in_amt,token_out_name,token_out_amt,collat_change_token_name,collat_change_amt,action,auth_acc,obligation_acc,market
1636735730,106535210,UgtVMXZND2jbVAqqwqZTEdRAUjMYMXmt1i4kT7VnfqpizDEjr6K9xxm11Tw6PBpEVWpDmkacf85QuXkCkecNZta,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,117.086766,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636735809,106535343,5SqbhdnVPWnxGbFwWC7ugiei1R56cHWTmM1uXw6R1TFXpsKtvVx3mG17mKvwpYModdceJx8jrXXmycV6tGHe4mkF,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-6577.553687,cUSDC,6462.739334,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636735926,106535543,3GLm3oCwQnVcK4b6PYqR5vBVdB9oZYCf62jUVWtzdkwRYLd7ELQsA4ShpyHTRzaCU5APe9BGEeoyr3odjf27dmMq,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,88.11049,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636735981,106535637,tortw4BJXQpntBHJGhUjZVWx6W92wNMuZCRVeVBi2gh33X73HXAUHUqvCJiHc7nfv3qau3vGTWb4VmZjr7SXaEm,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-4984.660134,cUSDC,4897.647859,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636829675,106713595,j1MS1vS1rS7cgC91CJGzn2mWfCuV4dQCdTB7ArP6pRATqBKcWABYy2wN3Hqn384vQUMH1nvhEgerjcJ6MGQdGJU,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,91.422767,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636829872,106713959,2yfGoxrCU6P5WxKqZ5Y519zrhkQSxBNGnsDrR8r4G1JsqHcVAG4K49fYYCxC2KYt6dEGQ87Lf4B5qJ9Jgq2gdFNX,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.4,cSOL,10.373658629000001,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636830803,106715767,66fPXsKjZ7bWojEU6bezvwzKYAMg1AxCw5Vh5FVtSqxSQV42HbUH9WpBwT5p3bUik1H6FJ3U1ayUS1KEPSnvkqNP,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,87.891277,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636830963,106716073,4AsRtnRAFEaYFvoQUbGtuBVDaTPhoVgE3v61HCi58XLgfoKBnEXrbrUPARzL3tPFuiyEWKJsaZxfuVzkxrChnsuL,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-20.61937164,cSOL,20.567133048000002,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636832000,106718036,QyQYqD45jL9LhXyg29bCMAWSooWVrCTXqZmXNUSLem9TLPEtEyLdwfF8myAyfLPK6mvwoav5EKaHpDKJs7wN3LF,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,45.44083,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636833025,106720009,5M1MReKNRGWz1EzGjnogKSV4xY92g9Lr2E1BXUKStkgvHiZ5b69jYVoXPf9h4BAbPtvYXVhDPVomcsRem4DwfK7,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,USDT,56.407311,,,cUSDT,-55.584824999999995,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636833059,106720072,5cxbntiriYbCGCMdf7zPYvfS6NFpxyup918658zzYQhqR5tAcAbeoAsRfzfmsDwh7ZV9XTFXsrGW7ksQLZRu65JJ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-219.85053499999998,cRAY,209.68263,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636869232,106791221,PCxRM6KvBVyxTdQrnwRu7rMdZaqs48LYzNSMjxU8XAU7RnMpNFTCCYsU3rfLU5jYYVkJmQJvGmHrHGPTf91U5HZ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,USDC,11567.855493,,,cUSDC,-11360.387192999999,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636869284,106791329,QcuykF93FxmxZXnnV1hR449eXLcJge2sZwi2dprBXnSQUkfz8xyv4jZL87CbvtSiVMUcoKcaGyUS7oKHsCMRikm,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-1017.134727,cRAY,969.58525,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636910696,106872656,5ZNgRCFgjwX3aFJaF1NBVfJsQvoXtwfexkytU3eaL9sFVyoFa1nz4BEXdY3pPCn8ExZZq2cESYFvB53MPD2ZFuq9,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,40.051786,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636910787,106872822,3Cyjn9tQYNepuhGKN66SqG3gxXmWJTyzWwh5BvhVqqqJS1V8Q2rWhk6957aQkDEEbMNKY5w1uA8cfERysuk1TDBV,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,4.541367,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636911035,106873304,3MTiPTebJaMF3Vcj57uHYQ9Cdri1xvPUfYbJvsb668BkUMyuNFVYwSYvhYswtJdfvpoM4UG14wQECEYSLgNyX1sk,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-220.89999999999998,cRAY,210.392921,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1636939911,106928850,4qB4KmjHs2qcxj2YGuWrE43TbuzSwdQzx4UD8it8vVnaWrFNFcBt4N4NGMNNfQjs3dpS553aWexB7cL5o5PbosgK,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-13.169025,cUSDC,12.929523,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637027834,107095400,3gMBNYNFdYZS8tqpJLe2SN2WDSzSUTifB3cmrsJxM2wVPKyeKLhxu1GcaJZ2adym5CTafU6XJFg4LCTzFXFa5aZs,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,23.62548,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028150,107095992,5EEybcFDenE3gKRJAn9HQbdi7n3zVKqFbtDBhRKhF9jPXFQ7YwwFS4KvRQLBeYjX6Wzjx6xXQw6bDDzVjLRAnQ37,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-115.69689799999999,cRAY,110.013515,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028629,107096889,5TEDGxDZDRYspCPQieSyNjHnY3DZpFYnoY1VNnkEqzkveKvSLGy6zq95wWSsFBut94C6cawqNgx4iSJ7MWLMLnFm,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,24.249672,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028693,107097014,3yP5a6BC4fQF2a3gTJ53RVXj2iAtwc5GvPdCnvV2RqqN4iXGskCy8W6CbC6VMVaxwNjLpZwzDS3YwzG8wso3G2mn,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-118.515186,cRAY,112.69246,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028757,107097139,4vGUh3QPvmhqmKN5vu76UzCWb2Ez6RoqvG6jyBQXA4Kimxx5iogmTDw5tJv4jzTm2wZvvvXTXV3XvMSNeAueR5cv,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,56.791793999999996,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028802,107097225,4Lw5tPbthFxhE16doSxjaEQUt13Q6hB5ndqwghrfgNvwvB4SHsdF9vtncxvvXFzUCRWMw9oRwggjBgNHW1CqyB3B,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-277.61344099999997,cRAY,263.97380599999997,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028840,107097298,5PGMYD4pKNqun6gKhFCr7ad5dxr7gFS7vVN2MAc1crfwn5nhvnpkmXHupucfUVQvF3Vv4HAWeCg7RFb18vH16hgD,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,8.51727,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637028871,107097359,xcHuQdR9coXkg6EpErfYGtpgVukpmdMDYH44SL2uP614QNEkxF6XKabLct3Yxv5jdA4PSq46ZtDD6ah2MHUsxQQ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-41.609685999999996,cRAY,39.5653,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637075526,107183770,yrSE5qFWA58newWVH885kk9xW5r2w4vieeDAHjgGfVxn3gE1VHfKZPJ3CVk2sSnHJSSgh1py7wtdkDfLihEcQSX,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,23.733252999999998,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637075644,107183989,41xhdgmCqQET1nEPsa7Ypup66JQaTV23APF81aoo6r39Bhg8MwhBBUyugbAGxjq5QfshqmMP6XRsLJcf7Go5xzWZ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-119.32050799999999,cRAY,113.360783,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637077151,107186732,5NUxYibezCdrTXw6oNZG6vLxfe3rBGofYh7S9wDU9CxAqaQRgPgdcc2dc5NbLgM2DUuVw6TMSpez1rHPeVovayLd,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,50.732130999999995,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637077475,107187339,5y4PE6p2ExhpTm66GtSpX9hC1g2QuuzUzqwstcDLLvBYsv1HCYpcis1zhbPqbnPvRnzXLJdf1FEkj2Y64MdYiW8A,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-254.48066999999998,cRAY,241.75945,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637077513,107187409,42qCEQfV2nkCZQCinryjdbePucM2o3aK1ef8u5AYgy64PvUCSL5rrbLYN1HSuuVLva3d3bkTwpRHZSqQPhykd1SD,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,41.763163999999996,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637077577,107187532,21SygEUiywdYTx753iFC8riyfTXqccJZaqdg7wLjMbFsNs5kGjTR6Bkyz5vz9qJHPKJLNzPPjaeQYGuic3ZGQXUb,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-209.409279,cRAY,198.940531,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637081390,107194567,5XdMJaiVzqb1nxj3QnaN7apANMhoHjjKggbo5E2sc2fEAgym54xGJpSEj4ouUW3dY99dmBkzhxAj39mnUAVwr1bH,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,57.244808,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637081498,107194754,5a9LDCtRSFUp4PqJJ9AZQzAks9UvbZtkQcoHu2HL7ETG3dxCiybaxh73kHP2kkYQ9zuUKMH3QE7UKGNp7SURyD5Q,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-286.163495,cRAY,271.825767,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637093012,107216427,4p5Mg9pyBPnSPe5E5S5avvAKAuc3GHUYqnFAhbgotn4RQA2CkcE3GM9RREViVZXNvoKPYcawXNVNrhGXRdZenUpx,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,117.083451,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637093247,107216853,3EAKziDkRxKaiLz5B34Sai6Dv8Be6vDcA1sWZ7W2SZFGA2LkmRkTygUEkFm1F49WpFhcXVjT6xts4T7fZ6fXEhGS,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-73.899914,cRAY,70.167278,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637093262,107216877,59kzjJSS43dj4JaXKVggztrYMhgEhY8HsxnvLHuWUDuCSYZTgAPqkwghQMtY6BV8B5WGdXrNYhhyWygdEdniz24U,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,BTC,-0.068174,cBTC,0.067909,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637096640,107222905,4XkxF6fkcry43hPbPSNZxRZVeg1mDdWK4Ni96tazmBHXN8LqjFM2N4U31TXbeULM2AiHxAwWFFdfVkKjpqCB3BBK,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,121.160257,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637096925,107223376,5XPSL2zoYJdCVwmXjVd5aQ821b1TmGtdjux6tmvRx5vqbYbKmp5n7VL58A1aFCuUgRPs2GowatcEbfLYVoErbMdL,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soETH,-0.264307,csoETH,0.26278599999999996,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637096947,107223407,2z1ijMJkxsTy7FAUJvK4WxwWEieYKkjJgcJqouoDUYXQ3jFuxRDnjGN5o8DdKDpnkrWzKAUVmrNJg18CWtdPwi4E,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,BTC,-0.10159699999999999,cBTC,0.101202,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637097148,107223761,4v76FwHPN5qGsJi4JY4fvvk14a9PhHwRrPbDtUHKCaDrrJP5s1pNFBD6trJ8mUyt2Z8ayQgAp5VKozvWTRuRxabS,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-5.445122,cRAY,5.169245999999999,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637110558,107249201,55A3EV9yETv4Dq1LMjusPHCYoFbK2dzwjTeRFF3RTRzFS8xsdvomFS31AhAGdPumjBkF88dzrDQQtu1aQYdv2aAg,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,20.333828999999998,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637110755,107249585,3oq9gXp2i5gCnhhgJAkKeNRJtrsbKJz1PUEQFogKFLdg1Bf33NxJbzVnWQb8Uz77qYv96C66zEBFiste2EoSCwtV,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-99.005271,cRAY,93.941175,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637187196,107393117,3X27QuVmJwRM9nTHB9pavpe1roJ6YLQoeaqcYJUj7TvXfCDT41T7ZEuUaCPvdvaSRTJRw9qMRetkR6hHYPvEPChF,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,7.984031,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637189792,107398305,3VKS3nTTkqMKgP5gZKy9qVr7ysJ34zLEzJPCy99sb7uTG6c87kiru3tNgkZqjNN8tnsLmVkdC24WnvdkajSQdUj4,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-1.0,cSOL,0.9972529590000001,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637191652,107401999,2jFNWuXZgfPrMpKhbC85SnJDofE5ugimN7MqrFRqXkFM4JfMCRSDQZQ8i9f49e82W6inrcHCRBkUM9jJbGR514eu,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-0.192831,cUSDC,0.189136,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637258148,107525119,F6nN5WFZYXaWe81XmciBRPFU5p9cMA9xhXw7vhiwneU35uS9LCDiqECWyE2GSfeNPpjfxicZeRYvbGfvWFbMFrr,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-165.471522,cRAY,156.260703,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637941833,108813018,61DWn6Thpkw2GEtJVgJt7cH9wqv3EASegSvCDmNZneGcupD5SfgHcmQd98KWiFt2EL4sKXa6BGpWNBpokEDgMkdC,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-2.35,cSOL,2.34207768,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1637943154,108815367,64KmrGErP3SK9NJ8eVPt9vUt7EfSmsb1id3u9hnvfiDmSpVys7GQeBQ2GKA31ei5PzqpG3uEo4A57CAo5HKZyeg4,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-0.15000000000000002,cSOL,0.14949415300000002,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638071242,109049646,4ap8KjpdAe1TdFpmnQZus19eibex1a7ifn98tt9PtEzHx8QCeZDPNovcLYbU8xKiht7BtXKS7gbTCjWSeAdFiLh,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,79.711762,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638071622,109050374,3i8vrFam4soNfCLhzRCnEuTKP6HatCJGRqA8z4L1Qhc8X3EVFG4vtr8bkHrcC2f9RscWXm8JULe28UmvrsaB3JmT,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-19.200000000000003,cSOL,19.133144487000003,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638134419,109168918,2ioScbUXCgVRToRpc2syqfcrgkWp8SCkAYPvCdeRADasV9kLDNHDX3Qt4v5vnbJupc6JXR7821XHQTS4uozhcx1n,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,41.864052,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638134542,109169116,4sRnpQGhXWYvp2QBPkxmA5MDb49jzy5D4yCbJjGVTCTQiKKvN8tBqvNiDdFB8eC9hpdsazGuqdVTyQXXC1aTPuiy,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-9.96,cSOL,9.924772193,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638560869,109913704,3DMSN4uniJQfWWnC3mvGBKkLDDUXSnugMD2yhpqVwCGd7DVmE7ZnKwnUmohiGJqELTVbRFnxpgwCGApxAVENRh4C,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-11.200000000000001,cSOL,11.156441193000001,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638596566,109971550,2jGkraZA63kKprETaeokit1netGq1r5mNdqB4Z7w9Np45H1SQMVbbg76HA4xX6hT2UaVp3B7r857g7CQDmJFRjyn,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,92.637326,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638597360,109972626,3Z1HnPuVK5Eynq6DYuaxCq7b3kw7zSbzr1UA1yp865F79wXgmo7NxDdHJukLFhNgNNajPyBYnBTNnffB1MynaMUY,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-20.3,cSOL,20.220472742000002,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638597732,109973131,3YCuXPR8hvcpVFrb4XZuPKqoTVy2aHVTWQ3uFcRudjvc1cx2eZFyGi7P8s3SB9bDoCeVmx8gBycobCAFHVhX3EzQ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,44.552077999999995,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638598061,109973571,3TQnHcaZJNzedBZ1wZSbksLN2STYcw3db7nE9N6eU12xQ2K682Sh7JdUfbPyByr7R7jteFvCRSWP6VUyUNP2gKbW,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.0,cSOL,9.960819501000001,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638598328,109973892,47iEDj7CwcKRxkUA5S5ZwrQrSxUTzWzv7pM5n9rjxKjm4ppYoaK3GUr8GwSmtsNuEbtxSkWrhmRVDvdtwQ8UPuiv,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,106.113371,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638598476,109974092,3g1ZQgFmJ3RWaaZKZAAoNmv8NnNDmfXcxREUnf6niWzwGsD2xZboGPaJ8pz6EkZD3mou8X5KSAt9qwEz7BdYrhDX,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-23.1,cSOL,23.009487396,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638604909,109982889,MXTiQ1WQFEVifL9Z2UMbhVoStrTA8M7PNziWtjDh4aGECuz2eXF26G7tjqsc2T1P9Z3dYssX6zkfdjRKEPbxH1L,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,58.181484999999995,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
