blocktime,slot,signature,signer,token_in_name,token_in_amt,token_out_name,token_out_amt,collat_change_token_name,collat_change_amt,action,auth_acc,obligation_acc,market
1638605256,109983360,3KHCBnXVLnEyJw4Xk4cLQeQW5Ltz56B2FykwXN47fT1m2xUN9YCfkdzdb5d6if6skXWfVQV24UqGBiQKip4Hzjzu,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-2506.6849429999997,cUSDC,2450.437413,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638605331,109983454,Ffe32mvkg1sNfAPEpjYrv8ht7XkozQpDX5f5kTeKmLgyTgkQHmyGyqXjYdnSFxmALZRezA6ARqDrvE8bQqYZ3PF,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,23.106413,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638605547,109983765,3isz7H6VB1dFbUWVsHJxjMy3DZXYYeDuWZjXzc83BMgufcg1GFANJWoxWt7erijRbxKBPx7XT3mTd5kkvjVj46HQ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-108.387385,cRAY,99.645112,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638667256,110083246,3KeG28msz3NzYvXcDcPGrLQyDeV8RnKsGbEkBrsMpocPM3hrBs6iDM5hXGuVRLStjPyBTYxBaTD8JCzbC8CyADUv,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,11.447802999999999,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638673523,110094005,4G4Pe2C83WBcJix4jhNVHqFTvNryNzzeSakaebsP23xp3io6jVgGYw9XVTDiiH2WSM8jKgBkDZQQ4EfR5ybDVUXN,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-1.8,cSOL,1.7928465690000002,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638765837,110258139,4kBaGaqVLEcyzHK4AdievMUsaU8L6iDvAGG9MBTBbX4P9HjZ76AxhA6Gn2ELnmpCA5WEj4gvNWG8UDSXMmNQ1rxT,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,5.739539,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638767106,110260594,A26ZE9qXaeApGSbfKXjuDFd7wLRZRLpWqRKqsJFZi4PGou5dMZLW44SsHCTJY29GBtRuqvNrKPkpAdvT8XYL6yv,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,11.518721,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638767832,110262049,5ZVPjyjzA5YP3PCtbLZ54bXpQQKKzhtRqC4RzDjGDGYeUMNnrzd8xnQKu1HLok4XRHopZ6RqwkUQq8CVsB3Gx5KP,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,23.093895,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638769680,110265643,7nnV4DASpxuEV4wGTPkNYswdEbr9eEZtNx2zRvuxLCs8MF4Zj64bRXQWq8rFQg32RBnvYXUoqZKjsuFDpiRevqE,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,23.315728999999997,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1638769773,110265815,4ms4cVDoLfPQCjGD2bSGobyHAaDFsQT3VnzcXE1vp8w79jpqFC8EDZxvHz7iH5oD72LGsDGBeBiVUbhR4xKJ579i,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-991.34141,cUSDC,968.8391909999999,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639103816,110845903,5VzbttZZPunMkp1HHkXrcDBzumhZFeuGfGozYgJy8HfYetBiA1UDPf8Qhp3Xb9CixmcbCDuJhmD8sDAuH9N7shTp,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,93.74876499999999,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639103952,110846169,4XBoCwX5ALGfefTNM6ym7p4ufBRcFV3sXn7S45ZcvrhUHG2jVkgmXnKTv2NZxWGqQQGJRzM8wgxQoht8vHjaAYVQ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-14.420000000000002,cSOL,14.358317796000001,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639103985,110846229,4VNAERZm6VNuFFTkQMEZ3R4BRTiygp5mmUKjPN3ndQ1UgHEhYwTcxvtmj12vQ289gp9S7G1Hfsnzpg5kMGPmFrjv,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-1002.965279,cUSDC,979.656753,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104058,110846377,2Xhq15DtDftthrpod4NoKgY49HLS3gyWzAfUtR5CvVtvCF97u3mcDYLNgrirXsgaiEYXKvcvusYkhVioPhga6t3k,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,74.07681699999999,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104180,110846612,5kj1ABra358pZGYkNZ1dysCFZScdxFjpHPp79JfjXb3dcFy67Fwk1v2i79fkvw7qhNyXq9x1pAW2NYATNBysQtcs,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.350000000000001,cSOL,10.305725919,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104259,110846775,s7aHtHT6q2adTP2xnKX53JLTXDSUyuXzVjSiNV1d9MjZEhSLfMDKiUjP2BpeRNbfPsJpZYuDvUpfXUqXyvR18Zj,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-1001.2291379999999,cUSDC,977.960428,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104313,110846872,HVFRDVvs1hr81vu1ycAyiGuQeRkPCfrLAnc4QM6r51GtUarQhBUn36KC9k546EXjHXdRu2otAi836vvPamUB6Qa,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,54.300205999999996,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104490,110847213,2owpJk91cyJ22TnPsqvTPCc9VkW3TqVhs4XrXrQtEUGBf9QCVpcXv4nBdNdrC3XRSKauhWxymKocvTGNS73cDZYr,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-11.4,cSOL,11.351232125000001,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104523,110847276,3fMxzZ6WrcWTZD9AembssHBG3YJ16XPDhqr2RVyxbiRZuXFFGREdtchkRS68zhhHMqXvB89j9fvYjdREtQy3VGKW,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,61.783313,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104666,110847556,3gmJkcC4h7aEAWP6d73NfgckdbPePKxSjQSNCVP9pT46TKBqcntUe9mEN33a7jtNR1mg5dTSJwgqnNY4VzYX8DpR,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,74.335625,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104814,110847854,28kPXiug38RC4XkwVZe1L3vsMvcdr7GPZApP6hpvMdtctgn3TNQ14Y7rnvB3i6iyvv4jb94LJFb928DtZRPpfEaT,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,BTC,-0.022300999999999998,cBTC,0.022189,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104828,110847885,paVbRnpJPzM8xaJ9Jbsz5TRNWxGzNSohRv2dqkSin9VZcJ1QUKktL6J3knHj2J9BZpQ3FLT1HRDF2YKFdT61GFt,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soETH,-0.38495399999999996,csoETH,0.38233999999999996,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104866,110847960,4c6fq57fEmfbghHHPZzXYWTDT353Bd1KfA9RP2u9URB4r82DRz8cXeBf1Hwf4yuGfauNxmXpLLCQWYEq4yZdy3w7,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.600000000000001,cSOL,10.554651866,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104890,110848010,4BsUfyb5kvf4nhuLHygpz3KaqGE9HGCHJeakgFrJJPtRcW4Hrf9r3NTQzDAagjnhsnG4U5GZKqdNz3QocKNEoEcc,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-705.606368,cUSDC,689.207128,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639104968,110848162,2EH3GWzDfUJCPZH1a4hYD32PiutnBj2mWgLe3oFZpZErRka1t3uStNd7vHxbdc3dDe86Gs1MmesJkSL3e4MFPLZ9,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,24.826271,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639105036,110848299,3eAHhtPw1gjE7CLSsMN6wkWdEpHnbcUyRVD9KEV5R4cB7T6MVr51roWT21rdq4nvndqbSRQcGuGaVi4vaYdHSUMC,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,RAY,-118.624479,cRAY,108.12411999999999,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639105176,110848573,3BA1dWABazmiZyDci2F7z77GqPQwGcVJFz1XFoZCEKUyKnHajmzy5ZGzJtmPYfxMki65ARJz4DE4zHXNsgtFA85u,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,62.005525999999996,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639105290,110848796,2GNyKRBJgiW6z9A7m8E1VsyborGwjR1fHfRp5nHUQw8Waizo1PWhgw36QL73uByZbFJ27pq7qRtyvfMkyHyHB6Hg,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,25.417793999999997,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639105351,110848918,3gc9nEAG1qwKW5CaUB1RKKGBigfZRjjmRWXiZ2CV27uPKkWjsEeTzu9ZPomG9tghDQmzM9CsPnRYp8dV6CKQkCNE,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-18.6,cSOL,18.520421084000002,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639106245,110850656,4UtXkyPvgnBvno8AhNwwwZ967RuWuKGVJYueasai4eBRp4Byvw5GRmcCxA4mVUetPY6h82uBUpQdyWxEwDkAqLQw,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-0.132,cSOL,0.13143517200000002,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639108541,110855167,2pncFrmxtib9TSP8oM3ZiCXvDjLPf5D9hpWHinjDbbZix1g5TjFoXz4NfH6wAKuSvuXrnfjpiXBaBjHodgTZdzVE,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,USDC,6223.91496,,,cUSDC,-6079.219572,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639108687,110855450,2XNvRW1ECzrC1B9yCLuVeoaBRFD9fbWceAQhniUGrXPHJTu6wM2bPso4sLgvDw4NhHKdpEcwAG6segdz6X3kRce3,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-34.11,cSOL,33.963990336,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639108981,110856024,2tjhg6Rp71DxTJ9r4zAdutTqFDHKriANUJzNSQ3XkhdrA6beKgSQ6wYh5txCGWcLiJppsbEj6uJgU9LGDM3qx72T,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,56.173463,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639109070,110856193,2YdAqi2n3wyJSPQhFA1tZHiqdLRszevUpmzmv2wkvMFcknS6VLuZTa39jhM1pD3TCNwiYzi1fEqjZC5ezm1fnHgA,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,28.727376999999997,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639109120,110856290,5ASvPx1N7opkUdAVdJ5REvLbcBCTPtmDUWKMUDLzbnGSnQQuqSwShLY9VabMeFuJfF5bFJaWJigwVNqKMQ3zZAhh,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soETH,-0.7892859999999999,csoETH,0.783925,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639111933,110861638,4FnRk161emmScV34vVsa8kp6QThMysb8LUBT8NPGuye3rRVnwVgfRoW7QqS6qAdDdGmSrzM5vXK27WbQzFDvAVq3,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,50.160512999999995,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639112111,110861980,4ncKqQb6q1dB3npN5mJuEKBoNmM9B8No6GiKpwLBGRgYXNeuvFxCnjrTdxmFtcLX7pU2BGihUSYg9zNYn2nmhpt5,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.75,cSOL,10.703961207,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639112184,110862121,5r4b7G7xFJRFJcyw47EcA2fW8CCiossrX7thH2BYxfcM2uSLndh8jNsgKMeLGeHpzUWPybxYPerUpQKsPUgipq6b,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,70.271423,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639112283,110862296,4ZuTKrQaL8kZt8k5derKWkt6LoqRwEHTQ79D2aQV8bmCGTqjiDknLWWWDroqQuySCH77XxUFp7gVD5FnCoGr9iRa,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,45.126884,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639112330,110862391,2nBzRkm7XrwYXtc1yBTY1uqCJhttS7qm5ggZ5gdyv4AaWLR5GathiS3NQQRjR96peq4YcNNeDJcLwGT6sM5mTj4f,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-24.720000000000002,cSOL,24.614128883000003,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639112362,110862457,272jPP9q5tUghUQaCFgwizic7RaHsizKwB27BZ2Px3cryYvDTrpdQWuNjtspnTPdYz3rF5Z6a2QPX29f22MUE2kn,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,50.153696,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639112445,110862602,4A1RXr8QrAv3YjWFDdKWVzxx92LDpx13ghiWbnsueRMwxtjh11Zht9YkVxskzBy9RqeEpJMtAZar4MBgaA1pJPCa,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.700000000000001,cSOL,10.654173174,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639113399,110864407,uvgToknkN3WH1Y5qvvpVzJBgcT8fmFqhKdbfcxiKbnm2YkGCFuLokVJgBpHf6MhkF98HRYebfGivNw5KTBLJWe1,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,130.23960499999998,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639113442,110864489,5dEQEomZvdRdkrLSSKkFtJt4JRERYGtR4zGD7J7aMD32CGJW9atzaSqc5mwun4tkexRPitPE51UdkH96t8cmN3aQ,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,USDC,-4915.587895,cUSDC,4801.264372,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252252,111105217,4uUhcCF1KCW6za7xmAiUTCukwZppG2eSeJ96yHmCUVRYsUvpGm4J4gPSBd3aKEHUs3YApbxqmy8GL79MF4GTjeVm,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-32.461852,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252321,111105333,4n6rswtn2XAsGC7vht1C6r633AHDtoj4ivzGZKAKaBfz4r9Pry6b64xKvL6Gzc2Rbfq6mumQBJt9VgmACWjQx9J4,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,RAY,201.000058,,,cRAY,-183.096704,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252387,111105456,74ZqUJprPmgQZXJcg3WSPvuZ22eCr2o33uggvzpUHoLjqH3GXjhyXeNpYe93Dh7TvEhgo4TqwAG7sCMV7hNyVix,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-38.774491,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252405,111105489,4ogxCxuaQwBWY58KmS4kF9ko3GvVjydofKDe2N6pCkSLBZ7CGHHtftj3sUexPdFTASmUjJD7F8MaymBrBhLmGyF1,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,RAY,200.000016,,,cRAY,-182.185665,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252459,111105585,65QAqfQYXE31KgLn1j4STniyBemDjuA12HDhHZpeBB6NxPR95mKogjdh3dzfQFYgSGoXXEbGkimsADmvBFJgRxum,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-38.758480999999996,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252478,111105616,3pmq9VYWNtVGqGPCvfFBjq3SiWjepSZPMVNfPxyU57ACaQAsBn3FbD7z2YKqHWeny1J6FYUS5ZDe7KZWGFWhnWBD,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,RAY,150.000012,,,cRAY,-136.639205,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252517,111105681,3AVScJm6EVsLEEpJdcLsgyTL3waogmuCRq6bxv3XibrQkMGZfUW6H4yurr2UbZBcHPLeW2xjiVkr5iFZrnmWCLaY,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-29.059796,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252592,111105801,58KtzvuzjtAA5yYqrUVZBzYZyYEGBaqimn1AyRqVucAmHXQXY36baNyEQNdzc7EmkufeUpNrRLW1GDMs7iP1fyKe,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,RAY,400.00012,,,cRAY,-364.371124,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252644,111105891,2BJkLxo8kuc11waR9YvJENHFdniu9iZD8Qn96ZbQ4aLdHaQG1bTushJ2EP9Fg6sKsnR9EtPgVgC5g2reohLGLyV2,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-76.341381,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252810,111106162,2msJA3FB7Vjvo8HURHhvsF8g4hrEaFqPNpXwrYkTVYSrLTxBLkCG2Bz4PgovcdRD1PzQhVYL7V79Y5REVV98rfaW,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,RAY,210.00014299999998,,,cRAY,-191.294739,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252871,111106262,4drfX8HiAaWrrv7kLN1kqi7QMo4Vryh41PbXqbhmSzUuMtBEdAqCPyocRL6Wa6V5M9iiYgaxxPRxqsg9tPWtoQQR,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-40.698065,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639252998,111106483,4NedQNhYAdWTVn8rkvq92fHymUwK7AJHefQsxivthxNxzWdisGZcQkGdA5auZNjzSisWaqkDwQLEQV89ThUfJVYo,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,RAY,500.000278,,,cRAY,-455.463238,WithdrawObligationCollateralAndRedeemReserveCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639253047,111106569,4CdX7LaRgi2jV9KEBqWhJmHh7N8w25tDiYSNsiKG9yHbNfVoCEJLby25wbuvw5PFUzk4U43Z3FwzJtuAqsim7ANs,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,soFTT,-94.400368,,,RepayObligationLiquidity,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639338230,111254588,49LdrTBJRNr1ph86an2Fto5Gnh2HvgwRn2bG7MtG4E4rek6hxMFPFd6xREkH6NRdpVsEb2X3fVA5VdN2aAskrSrF,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-24.5,cSOL,24.39178365,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639440906,111420009,5mbZKeTxghJzdafRaudYCxgRnV1KMtcEnCRYiceVrLYetsEDYg1qG4FtoCKDdWzuGaRaHuUhA97eeMeEa4xpLS9n,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,soFTT,43.901253,,,,,BorrowObligationLiquidity,,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
1639441352,111420641,3AEJpqu5HhueovGpLuZASokNnH6MUKre9QxyZ14gUbALdKtRRNo2EZ7RxFUMY4WS6L1ceoimcw83CXJiGsCaVvQ9,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,,,SOL,-10.4,cSOL,10.353406809,DepositReserveLiquidityAndObligationCollateral,9KK19KWbsZVVHZCV6io3upenFrj778pZnhobahWimbj1,HjPNpiA8xXHxy3gGLSacGT765SWzupkRCVfkBNG29SLd,main
